,PROP_TYPE,ADDRESS,CITY,ZIP,PRICE,LOCATION,SQFT,YR_BUILT,MLS#,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS
1805,Single Family Residential,11662 W Verde Pl,North Hollywood,91606,924000,NHO - North Hollywood,1858.0,2023.0,SB24006016,34.181068,-118.386774,663,6974.60371064726,2022,23.0,4.0
1806,Single Family Residential,6065 Hazelhurst Pl,North Hollywood,91606,879000,NHO - North Hollywood,1970.0,2023.0,SB24005931,34.1811967,-118.3869267,687,6950.33967591057,2045,23.0,4.0
1808,Multi-Family,780 W 2nd St,San Pedro,90731,850000,699 - Not Defined,1727.0,1919.0,CV24005642,33.7426269,-118.2940687,505,1348.52744614744,11763,22.0,12.0
1809,Single Family Residential,9110 N Nilo Ln,Panorama City,91402,899000,PC - Panorama City,2221.0,2023.0,GD24004782,34.235804,-118.446634,2681,2175.5347683777,11936,24.0,9.0
1811,Single Family Residential,2202 W 75th St,Los Angeles,90043,899888,C34 - Los Angeles Southwest,1484.0,1928.0,PW23191525,33.9716269,-118.3179085,476,4386.36228985507,2079,17.0,0.0
1813,Single Family Residential,4191 La Salle Ave,Los Angeles,90062,875000,Los Angeles Southwest,1264.0,1923.0,24-345810,34.0071892,-118.3059122,2099,3813.5307115001506,1533,29.0,7.0
1814,Single Family Residential,9120 N Nilo Ln,Panorama City,91402,899000,PC - Panorama City,2221.0,2023.0,GD24004897,34.2360434,-118.4466343,2687,2191.05629554978,11960,23.0,9.0
1815,Single Family Residential,9114 N Nilo Ln,Panorama City,91402,899000,PC - Panorama City,2199.0,2023.0,GD24004773,34.2359473,-118.4466398,2685,2184.23410690348,11951,23.0,9.0
1817,Multi-Family,1135 E 24th St,Los Angeles,90011,859000,C42 - Downtown L.A.,2647.0,1905.0,DW24001061,34.0214788,-118.2556545,526,2162.0789452895,715,29.0,2.0
1818,Single Family Residential,3515 W 78th Pl,Inglewood,90305,870000,699 - Not Defined,1276.0,1940.0,CV24001059,33.9680718,-118.3337527,1352,2826.89223298644,997,14.0,0.0
1819,Single Family Residential,16401 Gilmore St,Van Nuys,91406,899000,Lake Balboa,1362.0,1952.0,23-341827,34.1878097,-118.4904336,1923,3190.05398891731,12912,15.0,2.0
1822,Condo/Co-op,8180 Manitoba St #327,Playa Del Rey,90293,847000,C31 - Playa Del Rey,1268.0,1981.0,TR23221346,33.9549115,-118.4381053,3976,3633.87166214718,6649,13.0,1.0
1823,Condo/Co-op,850 N Kings Rd #102,West Hollywood,90069,849000,West Hollywood Vicinity,1098.0,1965.0,23-341497,34.0866117,-118.3716142,5590,1746.88043863974,4192,28.0,3.0
1824,Single Family Residential,701 S Soto St,Los Angeles,90023,880000,C34 - Los Angeles Southwest,1968.0,1910.0,FR23229883,34.0357296,-118.2151298,1233,587.72691551678,1215,24.0,2.0
1825,Condo/Co-op,8180 Manitoba St #223,Playa Del Rey,90293,874000,Playa Del Rey,1301.0,1981.0,23-339929,33.9549115,-118.4381053,3976,3633.87166214718,6649,13.0,1.0
1826,Multi-Family,10614 S Main St,Los Angeles,90003,850000,C37 - Metropolitan South,3500.0,2005.0,TR23148280,33.9396485,-118.273549,776,4050.80436617368,1690,28.0,2.0
1827,Condo/Co-op,837 S Windsor Blvd #4,Los Angeles,90005,849000,HPK - Hancock Park,1387.0,1963.0,OC21005284,34.0589687,-118.3234786,1310,2280.48983326991,1679,31.0,6.0
1828,Single Family Residential,4733 St Charles Pl,Los Angeles,90019,899900,Mid Los Angeles,1723.0,1923.0,23-341374,34.0458216,-118.3403734,2760,2685.39303518237,3002,29.0,13.0
1830,Single Family Residential,1787 W 35th St,Los Angeles,90018,899000,PHHT - Park Hills Heights,1720.0,1967.0,PW23226404,34.0248957,-118.31156,1570,1440.52881811443,929,20.0,0.0
1831,Single Family Residential,16108 Napa St,North Hills,91343,898888,NOH - North Hills,1876.0,1965.0,OC23217704,34.2263663,-118.4832713,3556,2178.59586530411,14181,14.0,0.0
1833,Single Family Residential,9130 S Wilton Pl,Los Angeles,90047,849900,C34 - Los Angeles Southwest,1587.0,1942.0,DW23224952,33.9535749,-118.3142074,2330,3808.88976937338,3793,18.0,0.0
1834,Single Family Residential,940 W 6th St,San Pedro,90731,899000,187 - Holy Trinity,1786.0,1976.0,PV23224879,33.7390327,-118.2977255,1115,819.538523983773,12297,16.0,8.0
1835,Vacant Land,3533 1/2 N Multiview Dr,Los Angeles,90068,845000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-338927,34.1299421,-118.3627397,1331,5291.85953386643,1352,4.0,3.0
1836,Single Family Residential,13331 Wentworth St,Arleta,91331,849000,ARL - Arleta,1354.0,1950.0,CV23223008,34.2284234,-118.4235059,495,1509.50831828786,9594,10.0,0.0
1838,Multi-Family,974 W 5th St,San Pedro,90731,850000,187 - Holy Trinity,1648.0,1942.0,PW23222896,33.7398814,-118.2986431,1079,740.9354078438141,12359,16.0,8.0
1839,Multi-Family,154 E Colden Ave,Los Angeles,90003,850000,Metropolitan South,2524.0,1939.0,23-338153,33.9490802,-118.2718284,1400,4712.68670313169,2921,30.0,4.0
1841,Townhouse,4312 Tujunga Ave #5,Studio City,91604,925000,Studio City,1292.0,2003.0,23-337823,34.1481181,-118.3786755,2147,5748.89008042822,2086,10.0,2.0
1842,Single Family Residential,12960 Lemay,Valley Glen,91606,880000,Valley Glen,936.0,1947.0,230023033,34.1915062,-118.4160136,4194,3962.8560939158097,5350,23.0,2.0
1843,Multi-Family,2103 Michigan Ave,Los Angeles,90033,850000,699 - Not Defined,1901.0,1890.0,SR23222245,34.0467933,-118.2123426,299,638.362629355847,481,33.0,6.0
1845,Single Family Residential,6547 Riverton Ave,North Hollywood,91606,899000,NHO - North Hollywood,1280.0,1941.0,SR23221133,34.189894,-118.3662243,2357,6136.389505379089,3110,21.0,2.0
1847,Multi-Family,1647 E 92nd St,Los Angeles,90002,900000,Metropolitan South,1872.0,1910.0,23-337223,33.9534856,-118.2443592,1985,4023.25468606049,832,16.0,0.0
1848,Condo/Co-op,14343 Burbank Blvd #301,Sherman Oaks,91401,850000,SO - Sherman Oaks,1430.0,2005.0,SR23186553,34.1724503,-118.4460086,5570,1682.27398925952,7721,17.0,6.0
1849,Condo/Co-op,4732 Radford Ave #11,Valley Village,91607,879995,VVL - Valley Village,1730.0,2005.0,P1-15836,34.1568765,-118.3918006,3066,6436.707418066049,2287,16.0,3.0
1851,Multi-Family,2500 Lucerne Ave,Los Angeles,90016,849000,C16 - Mid Los Angeles,1656.0,1924.0,CV23219870,34.033766,-118.343296,2656,3547.06187839652,1350,21.0,4.0
1852,Single Family Residential,583 E Ellis Ave,Inglewood,90302,890000,101 - North Inglewood,900.0,1923.0,PW23219332,33.9799081,-118.3491854,1830,3530.13500250154,1588,15.0,0.0
1855,Single Family Residential,8012 Yarmouth Ave,Reseda,91335,929000,RES - Reseda,1600.0,1954.0,SR23218745,34.2161679,-118.5194038,6210,1614.14245392288,17120,10.0,0.0
1856,Single Family Residential,1566 W 51st St,Los Angeles,90062,899000,C34 - Los Angeles Southwest,1459.0,1912.0,SB23199335,33.9966834,-118.3057602,981,5220.56553538492,2928,20.0,2.0
1857,Multi-Family,10000 S Gramercy Pl,Los Angeles,90047,875000,C34 - Los Angeles Southwest,1972.0,1940.0,SW23197312,33.9452637,-118.3131937,3412,3972.89808839286,3075,22.0,0.0
1858,Multi-Family,7216 S Denker Ave,Los Angeles,90047,859995,C16 - Mid Los Angeles,2258.0,1926.0,RS23216912,33.974018,-118.3044041,1080,5792.79768972702,3501,27.0,3.0
1859,Condo/Co-op,12449 Kling St #102,Studio City,91604,875000,Studio City,1480.0,2007.0,23-334359,34.1559711,-118.4049459,3558,4990.85043036412,3557,15.0,2.0
1860,Single Family Residential,4363 1/2 Eagle Rock Blvd,Los Angeles,90041,899000,Eagle Rock,1065.0,2023.0,23-334675,34.1240792,-118.221654,1752,3654.0498019773104,3669,16.0,4.0
1861,Single Family Residential,8504 Colbath Ave,Panorama City,91402,890000,PC - Panorama City,1248.0,1949.0,P1-15845,34.2253973,-118.4375654,1856,1245.6515739911,10216,30.0,1.0
1864,Single Family Residential,5353 Huntington Dr N,Los Angeles,90032,850000,106 - Los Angeles,1925.0,1925.0,PTP2305714,34.091798,-118.1641952,314,2261.82322823035,3221,11.0,2.0
1865,Multi-Family,1167 Geraghty Ave,City Terrace,90063,849900,CTER - City Terrace,1500.0,1953.0,MB23212018,34.0516274,-118.1819813,3489,1955.08667388756,2590,25.0,0.0
1868,Condo/Co-op,1024 Leland St S #4,San Pedro,90731,849000,183 - Vista Del Oro,1975.0,2023.0,SB23193535,33.73475,-118.30101,1096,659.761330087121,12832,14.0,1.0
1869,Single Family Residential,11414 Haskell Ave,Granada Hills,91344,894000,GH - Granada Hills,1806.0,1956.0,SR23211272,34.2776778,-118.475607,1622,1757.97510838692,18357,10.0,1.0
1871,Condo/Co-op,4237 Longridge Ave #304,Studio City,91604,900000,Studio City,1610.0,2007.0,23-320519,34.1476132,-118.421513,3145,3548.67765353047,5715,13.0,7.0
1874,Multi-Family,1217 S Kingsley Dr,Los Angeles,90006,920000,Mid-Wilshire,1597.0,1962.9808163265307,23-329769,34.0485212,-118.3034146,1369,1872.58652595029,1791,42.0,18.0
1875,Single Family Residential,6249 Strickland Ave,Los Angeles,90042,899000,632 - Highland Park,720.0,1962.0,CV23206250,34.1286844,-118.1834572,3776,3482.30991344601,2564,14.0,0.0
1876,Single Family Residential,7057 Mary Ellen Ave,North Hollywood,91605,849000,NHO - North Hollywood,1393.0,1954.0,SR23174688,34.1991545,-118.4195734,4427,2860.86438805911,6298,25.0,2.0
1879,Multi-Family,2724 S Kerckhoff Ave,San Pedro,90731,925000,Point Fermin,1356.0,1921.0,23-329467,33.7191803,-118.2895471,944,3093.0855402843,12591,17.0,1.0
1880,Single Family Residential,883 W Crestwood Ave,San Pedro,90731,910000,187 - Holy Trinity,1424.0,1924.0,SB23200069,33.7490284,-118.2962595,552,1730.69389712898,11782,6.0,3.0
1881,Multi-Family,1009-1011 S Gage Ave,East Los Angeles,90023,833300,ELA - East Los Angeles,2316.0,1920.0,CV23205186,34.0223674,-118.1854908,4207,173.045600502502,1767,27.0,0.0
1882,Single Family Residential,3702 W 59th Pl,Los Angeles,90043,900000,C34 - Los Angeles Southwest,1128.0,1939.0,CV23203778,33.985991,-118.337971,1053,4541.067457131489,849,21.0,3.0
1887,Single Family Residential,5201 Thornburn St,Los Angeles,90045,848000,Westchester,1608.0,1950.0,23-319821,33.9688732,-118.3704144,4426,2971.98873074479,1018,8.0,2.0
1889,Single Family Residential,1932 W 74th St,Los Angeles,90047,837500,C36 - Metropolitan Southwest,1136.0,1924.0,PW23192372,33.9725485,-118.3123404,246,4951.76501462549,2666,28.0,1.0
1890,Single Family Residential,2936 S S Harvard Blvd,Los Angeles,90018,860000,Mid Los Angeles,1400.0,1954.0,23-311183,34.0279972,-118.3063539,1640,1051.44338042028,1329,34.0,0.0
1893,Single Family Residential,2515 Mallory St,Los Angeles,90032,838000,C34 - Los Angeles Southwest,1118.0,1939.0,HD23194716,34.0754366,-118.1778606,2907,3192.91166934921,4242,16.0,0.0
1897,Single Family Residential,1447 W 47th St,Los Angeles,90062,879000,C34 - Los Angeles Southwest,2027.0,1908.0,SR23194410,34.001255,-118.3018792,1699,4664.96910098237,2423,25.0,1.0
1898,Multi-Family,1307 W 101st St,Los Angeles,90044,918750,C36 - Metropolitan Southwest,2020.0,1955.0,RS23194787,33.9451536,-118.2984988,2095,5590.3558109120895,2334,29.0,0.0
1899,Single Family Residential,3206 W 59th St,Los Angeles,90043,887000,PHHT - Park Hills Heights,1617.0,1923.0,CV23190398,33.9870034,-118.328178,1135,5350.98862750602,333,27.0,4.0
1900,Single Family Residential,1060 E Fairview Blvd,Inglewood,90302,860000,North Inglewood,1216.0,1922.0,23-321645,33.980542,-118.3387639,685,4131.77305524102,770,18.0,0.0
1901,Single Family Residential,3775 Ruthelen St,Los Angeles,90018,875000,Park Hills Heights,1720.0,1922.0,23-309897,34.0188074,-118.3130213,2261,2274.19718498474,462,19.0,2.0
1903,Single Family Residential,4247 Kenwood Ave,Los Angeles,90037,850000,C34 - Los Angeles Southwest,1776.0,1923.0,SR23190923,34.0059141,-118.2994128,1677,4114.995752989231,1873,34.0,0.0
1904,Single Family Residential,16547 Labrador St,Northridge,91343,849999,NR - Northridge,1591.0,1955.0,BB23188360,34.2495902,-118.4930338,3972,4353.5746901227,16927,7.0,0.0
1905,Condo/Co-op,8455 Fountain Ave #108,West Hollywood,90069,849000,C20 - Hollywood,1636.0,1975.0,MB23188575,34.0934533,-118.3750936,5796,2409.08880955496,4211,26.0,1.0
1907,Multi-Family,317 W 90th St,Los Angeles,90003,875000,C34 - Los Angeles Southwest,1760.0,1952.0,PW23186348,33.9552873,-118.2790438,777,5869.79588754614,3573,28.0,2.0
1909,Single Family Residential,932 W Crestwood Ave,San Pedro,90731,899000,187 - Holy Trinity,1176.0,1924.0,SB23183397,33.7494708,-118.2975397,699,1705.75103253723,11909,3.0,3.0
1911,Townhouse,3944 Kentucky Dr #8,Los Angeles,90068,899999,C30 - Hollywood Hills East,1676.0,1990.0,SR23181961,34.1363718,-118.3637479,497,4832.47223088638,502,14.0,4.0
1912,Multi-Family,1474 W Vernon Ave,Los Angeles,90062,899995,Los Angeles Southwest,2263.0,1911.0,23-307301,34.0034745,-118.3028659,1841,4352.61978138648,2105,27.0,1.0
1913,Single Family Residential,2807 S Western Ave,Los Angeles,90018,899000,Mid Los Angeles,2261.0,1907.0,23-316027,34.0296684,-118.3092766,1245,776.3311615931569,1523,27.0,0.0
1914,Vacant Land,2157 OUTPOST Dr,Hollywood Hills,90068,880000,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,FR23179198,34.110751,-118.346373,3141,3046.92012737276,1513,0.0,4.0
1916,Multi-Family,2713 Darwin Ave,Los Angeles,90031,849000,677 - Lincoln Hts,2697.0,1913.0,PW23179707,34.0678527,-118.2136993,2313,646.330243310181,1912,35.0,10.0
1917,Single Family Residential,13145 Branford St,Arleta,91331,900000,ARL - Arleta,2074.0,1954.0,SR23171908,34.2367968,-118.4193908,750,2620.46464433374,10342,11.0,0.0
1918,Condo/Co-op,15245 La Maida St #303,Sherman Oaks,91403,899000,Sherman Oaks,2026.0,1982.0,23-313105,34.158828,-118.465861,3947,1834.39292304225,9998,17.0,6.0
1920,Single Family Residential,3904 Homer St,Montecito Heights,90031,875000,699 - Not Defined,1140.0,1919.0,CV23148474,34.0891477,-118.2071791,983,2376.80067484693,719,25.0,2.0
1922,Multi-Family,2855 W Avenue 34,Glassell Park,90065,850000,623 - Glassel Park,2583.0,1921.0,MB23167517,34.1160552,-118.2372755,797,2765.03071211809,4160,23.0,6.0
1923,Single Family Residential,1456 W 89th St,Los Angeles,90047,850000,C36 - Metropolitan Southwest,1564.0,1931.0,OC23159103,33.9564383,-118.3021988,1711,5183.0781356377,3902,28.0,1.0
1924,Multi-Family,442 112th St W,Los Angeles,90061,849000,C37 - Metropolitan South,3360.0,1960.0,RS23165725,33.93287,-118.26585,626,2857.58456338606,728,29.0,2.0
1925,Multi-Family,1324 E 21st St,Los Angeles,90011,859999,C42 - Downtown L.A.,2234.0,1901.0,DW23170745,34.0216974,-118.2518629,155,2544.75755580907,797,21.0,2.0
1926,Single Family Residential,547 S Grande Vista Ave,Los Angeles,90063,890000,BOYH - Boyle Heights,1394.0,1903.0,PW23167597,34.0328761,-118.2022554,1918,1486.74724530974,1137,24.0,0.0
1927,Single Family Residential,14900 Round Valley Dr,Sherman Oaks,91403,850000,Sherman Oaks,2500.0,1962.9808163265307,23-308747,34.1433052,-118.4563034,3372,2406.54749425765,9476,0.0,0.0
1928,Single Family Residential,6706 N Royce,Van Nuys,91411,921500,VN - Van Nuys,1908.0,2023.0,SB23167202,34.1923318,-118.4668017,3332,524.188296286461,10518,22.0,6.0
1929,Multi-Family,1531 E 46th St,Los Angeles,90011,840000,C37 - Metropolitan South,1767.0,1920.0,DW23166247,34.0020145,-118.2470326,1198,3042.01447935585,432,33.0,0.0
1931,Single Family Residential,8307 Densmore Ave,North Hills,91343,849999,NOH - North Hills,1217.0,1953.0,SR23154379,34.2217607,-118.4790765,2888,1901.46390843054,13452,16.0,0.0
1933,Condo/Co-op,4215 Glencoe Ave #206,Marina Del Rey,90292,925000,C12 - Marina Del Rey,965.0,2008.0,TR23156928,33.9879851,-118.4419489,1275,855.498393518563,5996,10.0,20.0
1934,Single Family Residential,6721 N Galie,Van Nuys,91411,861500,VN - Van Nuys,1908.0,2022.0,SB23116061,34.192726,-118.466477,3269,467.18676698106896,10500,23.0,6.0
1936,Multi-Family,2415 Gates St,Los Angeles,90031,848888,Lincoln Heights,2161.0,1913.0,23-299667,34.0743624,-118.2069664,2951,891.5395376691379,1740,24.0,6.0
1937,Condo/Co-op,845 W 19th St #1,San Pedro,90731,890000,183 - Vista Del Oro,2710.0,1988.0,OC23151352,33.7267219,-118.2957128,1760,1872.49138016079,12711,7.0,2.0
1939,Multi-Family,436 68th St,Los Angeles,90003,895000,C34 - Los Angeles Southwest,1512.0,1920.0,WS23086842,33.9776611,-118.2663732,2501,4966.4412035826,2625,32.0,2.0
1940,Single Family Residential,7602 S Hobart Blvd,Los Angeles,90047,849999,PHHT - Park Hills Heights,1910.0,1929.0,SR23139695,33.970762,-118.3075869,643,5261.921266233089,3227,24.0,2.0
1941,Single Family Residential,5835 Arlington Ave,Los Angeles,90043,879000,C36 - Metropolitan Southwest,1300.0,1922.0,IN23122370,33.9880858,-118.3188666,889,5981.25423205306,1330,34.0,3.0
1945,Multi-Family,1328 N Fries,Wilmington,90744,850000,196 - East Wilmington,2486.0,1930.0,SB23105969,33.7896097,-118.265484,820,3369.02636779523,8322,12.0,0.0
1947,Single Family Residential,4225 Van Buren Pl,Los Angeles,90037,849900,C34 - Los Angeles Southwest,1645.0,1920.0,SR23098149,34.006534,-118.2972694,1534,3907.86183100442,1697,37.0,0.0
1948,Multi-Family,628 E 73rd St,County - Los Angeles,90001,850000,CO - Los Angeles (County),1922.0,1924.0,CV23088262,33.9736114,-118.2639409,2069,4922.93981436023,2301,31.0,1.0
1950,Multi-Family,2152 Duvall St,Los Angeles,90031,880000,671 - Silver Lake,1207.0,1940.0,WS23071933,34.0859516,-118.2304927,3141,2415.7469169536,1306,17.0,3.0
1951,Multi-Family,643 W 15th St,San Pedro,90731,850000,185 - Plaza,2148.0,1917.0,PW23067075,33.7303827,-118.2911474,1057,1879.75531541898,12042,14.0,6.0
1952,Multi-Family,3840 Pueblo Ave,Los Angeles,90032,899000,621 - El Sereno,2100.0,1923.0,IV23045090,34.0907834,-118.176413,1283,3612.53887166046,3281,11.0,2.0
1953,Multi-Family,562 W 23rd St,San Pedro,90731,875000,181 - Point Fermin,2156.0,1930.0,PW23027161,33.7235889,-118.2895047,1518,2627.14795216275,12290,19.0,2.0
1954,Vacant Land,2311 W 2nd St,Los Angeles,90057,900000,Downtown L.A.,3223.827432733158,1962.9808163265307,23-232101,34.0669751,-118.2730127,382,430.28409567141296,1440,51.0,10.0
1955,Condo/Co-op,11323 Huston St #6,North Hollywood,91601,869000,North Hollywood,1430.0,2008.0,22-195427,34.160186,-118.3782206,2454,5592.211334762929,1130,17.0,19.0
1956,Vacant Land,6729 Babcock Ave,North Hollywood,91606,888000,NHO - North Hollywood,3223.827432733158,1962.9808163265307,PW22156224,34.1929378,-118.4068541,3411,4307.165505494409,4690,16.0,0.0
1957,Multi-Family,10852 Sutter Ave,Pacoima,91331,900000,PAC - Pacoima,1567.0,1924.0,SR22001746,34.2673179,-118.4216772,1988,2834.43383444375,14209,21.0,3.0
1958,Single Family Residential,1627 W Hornet Dr,San Pedro,90732,920775,San Pedro,1709.0,2024.0,5F4A6D3EA37C,33.7679315,-118.3089183,3426,3158.64695802098,12839,6.0,0.0
1959,Townhouse,Residence 1 Plan,San Pedro,90732,840000,San Pedro,1754.0,1962.9808163265307,56577343D673,33.7678326,-118.3057756,3243,3024.35818593367,12490,6.0,0.0
1960,Townhouse,Residence 3 Plan,San Pedro,90732,865000,San Pedro,1828.0,1962.9808163265307,C234EC8A16D8,33.7678326,-118.3057756,3243,3024.35818593367,12490,6.0,0.0
1961,Townhouse,Residence 4 Plan,San Pedro,90732,890000,San Pedro,2025.0,1962.9808163265307,AA5E034BEE3C,33.7678326,-118.3057756,3243,3024.35818593367,12490,6.0,0.0
1962,Townhouse,Residence 2 Plan,San Pedro,90732,855000,San Pedro,1828.0,1962.9808163265307,72FAB390416E,33.7678326,-118.3057756,3243,3024.35818593367,12490,6.0,0.0
1963,Single Family Residential,Plan 1 Plan,San Pedro,90732,916095,San Pedro,1709.0,1962.9808163265307,4437E9D7DF06,33.768505,-118.308563,3472,3072.2649943894,12796,7.0,0.0
1965,Condo/Co-op,11115 Acama St #205,Studio City,91602,949000,STUD - Studio City,1590.0,2008.0,BB24024619,34.1465391,-118.3724149,1453,5122.73084842643,1393,24.0,11.0
1966,Condo/Co-op,2924 Rowena Ave #9,Los Angeles,90039,999000,671 - Silver Lake,1356.0,2017.0,BB23230371,34.1083017,-118.2687899,1801,2833.88996420743,2926,19.0,18.0
1967,Single Family Residential,7101 Whitaker Ave,Van Nuys,91406,1050000,VN - Van Nuys,1400.0,1955.0,BB24010915,34.1994324,-118.4981428,3393,3955.19871861814,14133,27.0,0.0
1969,Single Family Residential,12245 Crewe St,North Hollywood,91605,990000,NHO - North Hollywood,1464.0,1954.0,GD24034141,34.1968501,-118.4003217,3241,4412.50290908051,4626,19.0,0.0
1972,Single Family Residential,5528 Harcross Dr,Los Angeles,90043,999900,WIND - Windsor Hills,1878.0,1940.0,TR24031005,33.9918934,-118.3511985,2647,3047.80805395242,2322,16.0,0.0
1974,Townhouse,1488 W Sunrise Ln,San Pedro,90732,949000,193 - San Pedro - North,1731.0,2022.0,SB24033671,33.7676615,-118.3054728,3208,3033.44926046589,12457,6.0,0.0
1975,Multi-Family,3961 S Centinela Ave,Los Angeles,90066,975000,Palms - Mar Vista,1352.0,1950.0,24-359343,34.000464,-118.431483,2206,2637.37715199994,4703,8.0,25.0
1976,Single Family Residential,6134 Hillandale Dr,Los Angeles,90042,949000,632 - Highland Park,1038.0,1914.0,P1-16547,34.1260461,-118.1851075,3437,3743.62725080996,2166,14.0,0.0
1977,Multi-Family,6145 Monterey Rd,Los Angeles,90042,999900,632 - Highland Park,1555.0,1947.0,P1-16546,34.1077288,-118.1830764,1299,4851.10389574798,1157,13.0,10.0
1979,Single Family Residential,13663 Remington St,Arleta,91331,999000,ARL - Arleta,3367.0,1950.0,SR24005733,34.2508925,-118.4308069,1452,3789.910070673,12614,19.0,0.0
1981,Single Family Residential,2412 Glover Pl,Los Angeles,90031,949999,699 - Not Defined,1198.0,1924.0,CV24032912,34.0924453,-118.2341494,3163,2748.7452542662,2172,26.0,0.0
1982,Vacant Land,1820 S Vermont Ave,Los Angeles,90006,1000000,C16 - Mid Los Angeles,3223.827432733158,1962.9808163265307,CV24026925,34.0408074,-118.2914068,1274,2112.74588562106,2529,46.0,11.0
1984,Single Family Residential,10859 Vena Ave,Mission Hills (san Fernando),91345,995999,MHL - Mission Hills,2050.0,1954.0,SR24032145,34.267431,-118.4484019,1308,1316.47572438779,15520,8.0,1.0
1986,Single Family Residential,948 Geraghty Ave,Los Angeles,90063,949000,699 - Not Defined,1500.0,2024.0,MB24032610,34.0475056,-118.1825936,3313,1437.76942067335,2070,24.0,0.0
1988,Single Family Residential,1616 West 24th St,Los Angeles,90007,996000,699 - Not Defined,1072.0,1906.0,SR24009034,34.0343559,-118.2980456,2254,1255.84644070785,2281,28.0,8.0
1990,Condo/Co-op,221 S Gale Dr #402,Beverly Hills,90211,975000,Beverly Hills,1412.0,1974.0,24-357895,34.063581,-118.3743882,2480,1563.69295159423,5007,20.0,3.0
1991,Single Family Residential,13109 W Lumina Way,Valley Glen,91401,977000,Valley Glen,1930.0,2019.0,24-358475,34.1870754,-118.4189274,4286,4415.98706641887,5313,17.0,2.0
1993,Single Family Residential,9135 Hazeltine Ave,Panorama City,91402,1050000,PC - Panorama City,2084.0,1950.0,SR24030747,34.2363427,-118.4449956,2517,2370.55480584736,11873,23.0,10.0
1994,Condo/Co-op,2222 N Beachwood Dr #209,Los Angeles,90068,1045000,C30 - Hollywood Hills East,1337.0,1990.0,SR24032169,34.1107176,-118.3202137,1344,1995.73113849955,1341,2.0,3.0
1997,Townhouse,4043 Wade St #2,Culver City,90066,950000,Culver City,1217.0,1975.0,24-351796,33.9956206,-118.4346793,1595,1908.88354007536,5253,5.0,6.0
1998,Single Family Residential,2740 Delor Rd,Los Angeles,90065,1050000,618 - Eagle Rock,1248.0,1959.0,SR24032056,34.1307934,-118.2269166,2278,2656.46669049931,4641,0.0,4.0
1999,Single Family Residential,5026 Tilden Ave,Sherman Oaks,91423,999000,SO - Sherman Oaks,880.0,1952.0,SR24031174,34.1620512,-118.4472275,5640,345.593118102256,7886,25.0,4.0
2001,Single Family Residential,6201 Langdon Ave,Sherman Oaks,91411,949000,SO - Sherman Oaks,1228.0,1947.0,SR24031526,34.1832059,-118.4686577,3272,1630.09353213388,10414,20.0,10.0
2002,Single Family Residential,14015 Nordhoff St,Arleta,91331,1050000,ARL - Arleta,2422.0,1947.0,SR24031319,34.2356376,-118.4377191,1710,2452.04784577962,11297,16.0,1.0
2003,Single Family Residential,10921 1/2 Otsego St,North Hollywood,91601,975000,North Hollywood,1512.0,2019.0,24-358063,34.1628905,-118.3688648,2519,4604.01928218165,1162,18.0,25.0
2006,Single Family Residential,6338 Nagle Ave,Van Nuys,91401,979777,VN - Van Nuys,1248.0,1949.0,SR24023113,34.1859819,-118.4234182,4733,4448.393739582089,5696,16.0,0.0
2007,Single Family Residential,7527 S Denker Ave,Los Angeles,90047,940000,C37 - Metropolitan South,1802.0,1929.0,IG24031464,33.9712228,-118.3049382,939,5547.983774171569,3507,22.0,3.0
2011,Single Family Residential,3703 S Meyler St,San Pedro,90731,999000,180 - Palisades,1226.0,1941.0,SB24030157,33.7124824,-118.3011476,1003,3490.81013696618,14160,1.0,0.0
2013,Multi-Family,1137 S Union Ave,Los Angeles,90015,950000,C42 - Downtown L.A.,2418.0,1905.0,CV24030689,34.04682,-118.2758447,637,1580.36767660371,1287,52.0,7.0
2014,Condo/Co-op,10639 Woodbridge St #107,North Hollywood,91602,975000,TUL - Toluca Lake,1720.0,2010.0,SR24030387,34.1491101,-118.3629734,1250,4017.50405495473,1225,24.0,4.0
2016,Vacant Land,8140 Gould Ave,Los Angeles,90046,999000,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,IG24030245,34.1056243,-118.3691812,4665,4167.16727314485,3453,2.0,2.0
2018,Multi-Family,3581-3583 Shurtleff Ct,Los Angeles,90065,998500,680 - Mount Washington,1610.0,1927.0,OC24029420,34.090237,-118.2142722,1297,2371.96206087548,421,24.0,2.0
2019,Single Family Residential,13932 Hamlin St,Van Nuys,91401,949000,VN - Van Nuys,1355.0,1939.0,SR24029721,34.188315,-118.4368483,4081,2990.23967857722,7195,21.0,0.0
2020,Condo/Co-op,10762 Camarillo St #3,Toluca Lake,91602,949000,TUL - Toluca Lake,1740.0,2008.0,SR24028906,34.1573349,-118.3657808,2387,4190.52206718802,1940,14.0,6.0
2022,Single Family Residential,6056 W 82nd St,Los Angeles,90045,995000,Westchester,1204.0,1943.0,24-357117,33.9638743,-118.3909004,5270,3767.01674390968,1855,20.0,5.0
