,index,SALE TYPE,PROP_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT,YR_BUILT,DAYS ON MARKET,PRICE_SQFT,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,ESCHOOL,HSCHOOL,BUS_COUNTS,FnB_COUNTS
1399,1521,MLS Listing,Multi-Family,1511 85th St,Brooklyn,NY,11228.0,1150000.0,4.0,2.0,Brooklyn,1824.0,1950.0,1955.0,105.0,630.4824561403509,0.0,Active,https://www.redfin.com/NY/Brooklyn/1511-85th-St-11228/home/22200630,BNYMLS,478076,N,Y,40.6119254,-74.0084031,401.171620681355,4204.315046814991,897.7644917136489,20.0,20.0,12.0,22.0
1400,1522,MLS Listing,Single Family Residential,1327 84th St,Brooklyn,NY,11228.0,1429000.0,3.0,2.5,Brooklyn,1920.0,2000.0,1920.0,14.0,744.2708333333334,0.0,Active,https://www.redfin.com/NY/Brooklyn/1327-84th-St-11228/home/40828698,BNYMLS,479717,N,Y,40.6149083,-74.0118457,251.980130367824,3906.34757239898,1267.66377824779,20.0,20.0,11.0,10.0
1401,1523,MLS Listing,Multi-Family,7612 15th Ave,Brooklyn,NY,11228.0,1390000.0,5.0,2.0,Brooklyn,1680.0,1600.0,1930.0,26.0,827.3809523809524,0.0,Active,https://www.redfin.com/NY/Brooklyn/7612-15th-Ave-11228/home/40825188,BNYMLS,479411,N,Y,40.6169626,-74.0040874,1065.92478246694,3380.5720215604,638.3884520782769,20.0,20.0,4.0,23.0
1402,1524,MLS Listing,Single Family Residential,1237 81st St,Brooklyn,NY,11228.0,1275000.0,3.0,2.0,Dyker Heights,2040.0,2382.0,1920.0,103.0,625.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/1237-81st-St-11228/home/40827112,SIBORMLS,1165348,N,Y,40.6177967,-74.0120081,605.786389857822,3523.24936259631,1416.60694170656,20.0,20.0,9.0,11.0
1403,1525,MLS Listing,Single Family Residential,8107 12th Ave,Brooklyn,NY,11228.0,1275000.0,3.0,2.0,Brooklyn,1408.0,2000.0,1910.0,7.0,905.5397727272727,0.0,Active,https://www.redfin.com/NY/Brooklyn/8107-12th-Ave-11228/home/40827974,BNYMLS,479841,N,Y,40.6179094,-74.0132075,592.003383250454,3565.57720209436,1544.18862254474,20.0,20.0,9.0,10.0
1404,1526,MLS Listing,Single Family Residential,1158 81 St,Brooklyn,NY,11228.0,1268888.0,3.0,1.5,Brooklyn,1309.0,2000.0,1935.0,32.0,969.3567608861727,0.0,Active,https://www.redfin.com/NY/Brooklyn/1158-81st-St-11228/home/40827766,BNYMLS,479326,N,Y,40.618512,-74.0140722,677.22797181409,3531.50352681976,1669.08119320243,20.0,20.0,8.0,8.0
1406,1529,MLS Listing,Single Family Residential,1419 74th St,Brooklyn,NY,11228.0,1279000.0,3.0,2.0,Brooklyn,1545.0,2667.0,1930.0,10.0,827.831715210356,0.0,Active,https://www.redfin.com/NY/Brooklyn/1419-74th-St-11228/home/40823537,BNYMLS,479825,N,Y,40.6193739,-74.0039038,1317.54860569213,3028.84005776747,561.914156160836,20.0,20.0,4.0,20.0
1407,1530,MLS Listing,Single Family Residential,1252A 77th St,Brooklyn,NY,11228.0,1188000.0,3.0,2.0,Brooklyn,1144.0,1300.0,1920.0,30.0,1038.4615384615386,0.0,Active,https://www.redfin.com/NY/Brooklyn/1252A-77th-St-11228/home/40825792,BNYMLS,479366,N,Y,40.619518,-74.0096656,944.3682432446631,3188.52394758061,1202.4736956913,20.0,20.0,4.0,11.0
1408,1531,MLS Listing,Single Family Residential,1268 76th St,Brooklyn,NY,11228.0,1178000.0,4.0,2.0,Brooklyn,1580.0,2667.0,1920.0,52.0,745.5696202531645,0.0,Active,https://www.redfin.com/NY/Brooklyn/1268-76th-St-11228/home/40825332,BNYMLS,478770,N,Y,40.6198659,-74.0087151,1042.74284305593,3102.64160464061,1097.3710863859,20.0,20.0,2.0,11.0
1409,1532,MLS Listing,Single Family Residential,1139 79th St,Dyker Heights,NY,11228.0,1080000.0,3.0,2.0,Dyker Heights,1820.9035045607297,2000.0,1920.0,5.0,593.1121541009591,0.0,Active,https://www.redfin.com/NY/Brooklyn/1139-79th-St-11228/home/40826260,OneKey® MLS as Distributed by MLS Grid,3531680,N,Y,40.6201764,-74.0130356,924.690989155195,3261.9518049417,1579.9256388974,20.0,20.0,10.0,8.0
1410,1533,MLS Listing,Single Family Residential,7306 13th Ave,Brooklyn,NY,11228.0,1195000.0,2.0,1.0,Brooklyn,2250.0,1500.0,1931.0,404.0,531.1111111111111,0.0,Active,https://www.redfin.com/NY/Brooklyn/7306-13th-Ave-11228/home/179310113,BNYMLS,471061,N,Y,40.6214295,-74.0065827,1285.41230889899,2808.30812215447,900.641978001853,20.0,20.0,2.0,17.0
1412,1535,MLS Listing,Multi-Family,1014 Bay Ridge Pkwy,Brooklyn,NY,11228.0,1250000.0,5.0,3.0,Brooklyn,2400.0,2000.0,1925.0,511.0,520.8333333333334,0.0,Active,https://www.redfin.com/NY/Brooklyn/1014-Bay-Ridge-Pkwy-11228/home/40814593,BNYMLS,466967,N,Y,40.6238729,-74.0138197,428.127051915934,2848.48049843219,1450.2062862159,20.0,20.0,8.0,12.0
1413,1536,MLS Listing,Single Family Residential,Withheld Withheld St,Brooklyn,NY,11235.0,689000.0,2.0,2.0,Brooklyn,1620.0,1860.0,1910.0,47.0,425.30864197530866,0.0,Active,https://www.redfin.com/NY/Brooklyn/Undisclosed-address-11236/home/113105547,BNYMLS,478980,N,Y,40.624134,-74.015846,276.670544830592,2955.53367602772,1354.21580441751,20.0,20.0,6.0,18.0
1415,1539,MLS Listing,Single Family Residential,1079 79th St,Brooklyn,NY,11228.0,1488888.0,3.0,2.5,Brooklyn,1312.0,2417.0,1925.0,21.0,1134.8231707317073,0.0,Active,https://www.redfin.com/NY/Brooklyn/1079-79th-St-11228/home/40816421,BNYMLS,479530,N,Y,40.620941,-74.014232,777.5701519151421,3232.12606282457,1597.60746871717,20.0,20.0,9.0,12.0
1416,1540,MLS Listing,Multi-Family,1048 78th St,Brooklyn,NY,11228.0,1498000.0,3.0,2.5,Brooklyn,2090.0,2000.0,1950.0,33.0,716.7464114832536,0.0,Active,https://www.redfin.com/NY/Brooklyn/1048-78th-St-11228/home/40816415,BNYMLS,479257,N,Y,40.6216883,-74.0147837,654.232714158074,3173.14760493224,1522.59849000313,20.0,20.0,9.0,10.0
1417,1541,MLS Listing,Single Family Residential,986 76th St,Brooklyn,NY,11228.0,1488888.0,3.0,2.0,Dyker Heights,1470.0,2000.0,1925.0,110.0,1012.8489795918367,0.0,Active,https://www.redfin.com/NY/Brooklyn/986-76th-St-11228/home/40815388,SIBORMLS,1165130,N,Y,40.6238069,-74.0152657,344.072855082583,2952.53933417942,1434.67293388784,20.0,20.0,7.0,5.0
1418,1542,MLS Listing,Multi-Family,1106 Bay Ridge Pkwy,Brooklyn,NY,11228.0,1850000.0,5.0,3.0,Brooklyn,2120.0,1967.0,1940.0,176.0,872.6415094339623,0.0,Active,https://www.redfin.com/NY/Brooklyn/1106-Bay-Ridge-Pkwy-11228/home/40824391,BNYMLS,476448,N,Y,40.6226327,-74.0117539,719.96077895958,2877.86795927743,1468.4562981624,20.0,20.0,8.0,11.0
1420,1544,MLS Listing,Single Family Residential,8312 13th Ave,Brooklyn,NY,11228.0,1424000.0,6.0,2.0,Brooklyn,2900.0,2000.0,1920.0,350.0,491.0344827586207,0.0,Active,https://www.redfin.com/NY/Brooklyn/8312-13th-Ave-11228/home/180069243,BNYMLS,472237,N,Y,40.6156056,-74.012672,280.492359010717,3847.0046642087505,1377.74879037487,20.0,20.0,12.0,10.0
1424,1548,MLS Listing,Single Family Residential,8407 15th Ave,Brooklyn,NY,11228.0,1588000.0,5.0,3.0,Bensonhurst,2580.0,2000.0,1920.0,112.0,615.5038759689922,0.0,Active,https://www.redfin.com/NY/Brooklyn/8407-15th-Ave-11228/home/180663295,SIBORMLS,1165202,N,Y,40.6122575,-74.0082788,404.03793896358894,4153.70294953266,872.944756886737,20.0,20.0,11.0,23.0
1425,1549,MLS Listing,Single Family Residential,1139 72nd St,Brooklyn,NY,11228.0,1525000.0,3.0,2.5,Brooklyn,1650.0,3400.0,1930.0,144.0,924.2424242424242,0.0,Active,https://www.redfin.com/NY/Brooklyn/1139-72nd-St-11228/home/40822347,BNYMLS,477094,N,Y,40.6242186,-74.0088847,835.750551452357,2522.87072039714,1122.46160991993,20.0,20.0,8.0,12.0
1426,1550,MLS Listing,Multi-Family,7521 13th Ave,Brooklyn,NY,11228.0,1699000.0,6.0,2.0,Brooklyn,3000.0,1600.0,1931.0,28.0,566.3333333333334,0.0,Active,https://www.redfin.com/NY/Brooklyn/7521-13th-Ave-11228/home/179260275,BNYMLS,479384,N,Y,40.6197322,-74.0077295,1090.78974707834,3084.53165316598,987.126373026061,20.0,20.0,2.0,13.0
1427,1551,MLS Listing,Multi-Family,7404 12th Ave,Brooklyn,NY,11228.0,1650000.0,5.0,3.0,Brooklyn,2926.0,2000.0,1930.0,249.0,563.9097744360902,0.0,Active,https://www.redfin.com/NY/Brooklyn/7404-12th-Ave-11228/home/40823876,BNYMLS,474831,N,Y,40.6222108,-74.0094587,958.380387202113,2816.47683955697,1240.49411357243,20.0,20.0,6.0,13.0
1428,1552,MLS Listing,Single Family Residential,1217 84th St,Brooklyn,NY,11228.0,1680000.0,3.0,2.5,Brooklyn,2052.0,3000.0,1930.0,273.0,818.7134502923976,0.0,Active,https://www.redfin.com/NY/Brooklyn/1217-84th-St-11228/home/40828899,BNYMLS,474238,N,Y,40.6164182,-74.0142443,372.706542954308,3812.7824800975295,1576.90067254379,20.0,20.0,11.0,9.0
1429,1553,MLS Listing,Single Family Residential,7401 10th Ave,Brooklyn,NY,11228.0,1600000.0,4.0,1.5,Brooklyn,2400.0,1560.0,1955.0,27.0,666.6666666666666,0.0,Active,https://www.redfin.com/NY/Brooklyn/7401-10th-Ave-11228/home/189497815,BNYMLS,479415,N,Y,40.6246939,-74.0133088,397.09708566931,2717.53413374944,1322.20042549929,20.0,20.0,8.0,12.0
1437,1561,MLS Listing,Multi-Family,1357 72nd St,Brooklyn,NY,11228.0,2188000.0,8.0,3.5,Brooklyn,2886.0,4000.0,1920.0,139.0,758.1427581427581,0.0,Active,https://www.redfin.com/NY/Brooklyn/1357-72nd-St-11228/home/40822990,BNYMLS,477284,N,Y,40.6213462,-74.0040852,1434.89689467928,2749.04225258875,635.792266917595,20.0,20.0,3.0,17.0
1442,1566,MLS Listing,Single Family Residential,1123 Bay Ridge Pkwy,Brooklyn,NY,11228.0,895000.0,3.0,2.5,Brooklyn,1900.0,1333.0,1925.0,75.0,471.05263157894734,0.0,Active,https://www.redfin.com/NY/Brooklyn/1123-Bay-Ridge-Pkwy-11228/home/40823868,BNYMLS,478580,N,Y,40.6228038,-74.0109676,771.3004385695341,2813.44690586146,1405.50422850974,20.0,20.0,8.0,12.0
1445,1569,MLS Listing,Single Family Residential,1625 71 St,Brooklyn,NY,11204.0,1085000.0,5.0,3.0,Brooklyn,1200.0,1800.0,1935.0,319.0,904.1666666666666,0.0,Active,https://www.redfin.com/NY/Brooklyn/1625-71st-St-11204/home/40822194,BNYMLS,473065,N,Y,40.618311,-73.997597,1787.45771997883,3137.81291166847,234.565627492166,20.0,20.0,8.0,38.0
1446,1570,MLS Listing,Multi-Family,6820 17th Ave,Brooklyn,NY,11204.0,1880000.0,5.0,2.5,Brooklyn,1850.0,4000.0,1920.0,112.0,1016.2162162162163,0.0,Active,https://www.redfin.com/NY/Brooklyn/6820-17th-Ave-11204/home/40802128,BNYMLS,477909,N,Y,40.6184547,-73.9949244,2064.90330940344,3145.25101124673,469.044289262672,20.0,20.0,9.0,36.0
1448,1572,MLS Listing,Condo/Co-op,1548 72nd St #102,Dyker Heights,NY,11228.0,460000.0,1.0,1.0,1548 Condominium,472.0,0.0,2023.0,172.0,974.5762711864406,253.0,Active,https://www.redfin.com/NY/Brooklyn/1548-72nd-St-11228/unit-102/home/187227283,OneKey® MLS as Distributed by MLS Grid,3501021,N,Y,40.6184843,-74.0001507,1553.90532027686,3111.61372180877,216.248703871178,20.0,20.0,8.0,40.0
1453,1577,MLS Listing,Multi-Family,1677 Bay Ridge Ave,Brooklyn,NY,11204.0,1280000.0,7.0,2.0,Brooklyn,2000.0,3000.0,1920.0,187.0,640.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/1677-Bay-Ridge-Ave-11204/home/40802130,BNYMLS,476262,N,Y,40.6186892,-73.9952499,2046.32017225032,3106.19881608907,423.40857784728894,20.0,20.0,9.0,36.0
1455,1579,MLS Listing,Multi-Family,1516 70th St,Brooklyn,NY,11228.0,1890000.0,8.0,4.0,Brooklyn,2800.0,3000.0,1999.0,257.0,675.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/1516-70th-St-11228/home/40822175,BNYMLS,474628,N,Y,40.6200366,-73.9997742,1720.96202276161,2882.55310780049,120.728811905714,20.0,20.0,4.0,35.0
1457,1581,MLS Listing,Multi-Family,1529 67th St,Brooklyn,NY,11219.0,1750000.0,5.0,3.0,Brooklyn,2940.0,3042.0,1925.0,13.0,595.2380952380952,0.0,Active,https://www.redfin.com/NY/Brooklyn/1529-67th-St-11219/home/40801875,BNYMLS,479685,N,Y,40.6215518,-73.9977061,1869.62662001352,2662.51391405624,315.402571308121,20.0,20.0,4.0,26.0
1458,1582,MLS Listing,Multi-Family,1523 67th St,Brooklyn,NY,11219.0,1799888.0,8.0,4.5,Brooklyn,2940.0,3042.0,1925.0,472.0,612.2068027210885,0.0,Active,https://www.redfin.com/NY/Brooklyn/1523-67th-St-11219/home/40801873,BNYMLS,468884,N,Y,40.6216406,-73.9978553,1848.5705762468,2648.68944431265,321.154976385193,20.0,20.0,4.0,24.0
1459,1583,MLS Listing,Multi-Family,1702 62nd St,Brooklyn,NY,11204.0,2100000.0,4.0,2.5,Brooklyn,2160.0,2000.0,1957.223290965304,7.0,972.2222222222222,0.0,Active,https://www.redfin.com/NY/Brooklyn/1702-62nd-St-11204/home/40800283,BNYMLS,479858,N,Y,40.6220067,-73.9906818,2246.15875019908,2750.8740043608,198.149690952358,20.0,20.0,5.0,18.0
1460,1584,MLS Listing,Multi-Family,1423 Bay Ridge Ave,Brooklyn,NY,11219.0,1250000.0,5.0,3.0,Brooklyn,1596.0,1466.0,1920.0,34.0,783.2080200501254,0.0,Active,https://www.redfin.com/NY/Brooklyn/1423-Bay-Ridge-Ave-11219/home/40809699,BNYMLS,479115,N,Y,40.6221232,-74.0009197,1557.8569897179,2584.36756515561,436.46504616295294,20.0,20.0,3.0,15.0
1461,1585,MLS Listing,Multi-Family,1517 66th St,Brooklyn,NY,11219.0,1850000.0,7.0,3.0,Brooklyn,2240.0,2500.0,1930.0,76.0,825.8928571428571,0.0,Active,https://www.redfin.com/NY/Brooklyn/1517-66th-St-11219/home/40801247,BNYMLS,478621,N,Y,40.6225358,-73.9970748,1831.70790539829,2523.25821398934,347.652967457357,20.0,20.0,4.0,20.0
1463,1587,MLS Listing,Multi-Family,1520 63rd St,Borough Park,NY,11219.0,1138000.0,5.0,3.0,Borough Park,1026.0,1026.0,1925.0,269.0,1109.1617933723196,0.0,Active,https://www.redfin.com/NY/Brooklyn/1520-63rd-St-11219/home/40800804,OneKey® MLS as Distributed by MLS Grid,3480923,N,Y,40.6240315,-73.9954118,1868.56103719728,2328.82952494342,158.45676530973,20.0,20.0,7.0,13.0
1464,1588,MLS Listing,Multi-Family,6318 New Utrecht Ave,Brooklyn,NY,11219.0,1980000.0,0.0,0.0,Brooklyn,1820.9035045607297,1710.0,1957.223290965304,181.0,1087.372282518425,0.0,Active,https://www.redfin.com/NY/Brooklyn/6318-New-Utrecht-Ave-11219/home/186980848,BNYMLS,476311,N,Y,40.6249497,-73.9975812,1592.08035108661,2165.93345072158,137.632074326734,20.0,20.0,2.0,7.0
1465,1589,MLS Listing,Multi-Family,6406 14th Ave,Brooklyn,NY,11219.0,1500000.0,6.0,2.0,Brooklyn,2880.0,2000.0,1931.0,5.0,520.8333333333334,0.0,Active,https://www.redfin.com/NY/Brooklyn/6406-14th-Ave-11219/home/188241209,BNYMLS,477802,N,Y,40.625206,-73.9990556,1430.42423400192,2122.9755823488,303.853820081724,20.0,20.0,2.0,7.0
1466,1590,MLS Listing,Single Family Residential,5404 18th Ave,Borough Park,NY,11204.0,1800000.0,3.0,1.5,Borough Park,1820.9035045607297,1666.0,1925.0,17.0,988.5202568349318,0.0,Active,https://www.redfin.com/NY/Brooklyn/5404-18th-Ave-11204/home/40798428,OneKey® MLS as Distributed by MLS Grid,3529218,N,Y,40.6254465,-73.9841163,1451.47841361479,2662.05229546363,889.552247427448,20.0,20.0,6.0,6.0
1467,1591,MLS Listing,Townhouse,6311 13th Ave,Brooklyn,NY,11219.0,2100000.0,6.0,3.0,Dyker Heights,2240.0,4000.0,1930.0,18.0,937.5,0.0,Active,https://www.redfin.com/NY/Brooklyn/6311-13th-Ave-11219/home/40808233,SIBORMLS,2400611,N,Y,40.6267307,-74.0004721,1187.44757190909,1906.82138851694,400.004683803354,20.0,20.0,2.0,7.0
1471,1595,MLS Listing,Multi-Family,6710 15th Ave,Brooklyn,NY,11219.0,1680000.0,4.0,2.0,Brooklyn,2205.0,4044.0,1930.0,257.0,761.9047619047619,0.0,Active,https://www.redfin.com/NY/Brooklyn/6710-15th-Ave-11219/home/40809263,BNYMLS,474542,N,Y,40.6220415,-73.9987735,1733.47622330481,2587.14605980642,359.82290769895,20.0,20.0,2.0,12.0
1473,1597,MLS Listing,Multi-Family,5812 New Utrecht Ave,Brooklyn,NY,11219.0,1695000.0,8.0,2.0,Brooklyn,3120.0,2000.0,1931.0,1494.0,543.2692307692307,0.0,Active,https://www.redfin.com/NY/Brooklyn/5812-New-Utrecht-Ave-11219/home/109855511,BNYMLS,436011,N,Y,40.6289425,-73.9964667,1535.08346733348,1599.05375794254,365.48231733625903,20.0,20.0,5.0,2.0
1484,1608,MLS Listing,Multi-Family,717 66th St,Sunset Park,NY,11220.0,1480000.0,5.0,2.0,Sunset Park,1820.9035045607297,2008.0,1935.0,24.0,812.7833222864995,0.0,Active,https://www.redfin.com/NY/Brooklyn/717-66th-St-11220/home/40810112,OneKey® MLS as Distributed by MLS Grid,3527844,N,Y,40.6331361,-74.0145428,43.2227912606705,1983.08243115781,422.833705434057,20.0,20.0,10.0,69.0
1487,1611,MLS Listing,Multi-Family,1001 Bay Ridge Ave,Brooklyn,NY,11219.0,1850000.0,6.0,3.0,Brooklyn,2000.0,1360.0,1957.223290965304,563.0,925.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/1001-Bay-Ridge-Ave-11219/home/40809477,BNYMLS,465831,N,Y,40.6277371,-74.010239,299.39687987453,2155.60761702949,763.238020854899,20.0,20.0,7.0,16.0
1489,1613,MLS Listing,Condo/Co-op,6511 Fort Hamilton Pkwy Unit 3C,Brooklyn,NY,11219.0,899000.0,2.0,1.0,Brooklyn,1234.0,0.0,2004.0,207.0,728.5251215559157,0.0,Active,https://www.redfin.com/NY/Brooklyn/6511-Fort-Hamilton-Pkwy-11219/unit-3C/home/40645489,BNYMLS,475783,N,Y,40.630091,-74.0095848,65.3124185727995,1838.09204098174,508.14333078453905,20.0,20.0,9.0,25.0
1490,1614,MLS Listing,Multi-Family,6904 11th Ave,Brooklyn,NY,11228.0,1558000.0,3.0,2.0,Brooklyn,2480.0,2000.0,1931.0,119.0,628.2258064516129,0.0,Active,https://www.redfin.com/NY/Brooklyn/6904-11th-Ave-11228/home/188157823,BNYMLS,477671,N,Y,40.6263909,-74.0086526,542.215484137912,2228.19836403834,819.682817851236,20.0,20.0,9.0,14.0
1495,1619,MLS Listing,Condo/Co-op,1006 65th St Unit 1FL,Brooklyn,NY,11219.0,999900.0,3.0,3.0,Brooklyn,1680.0,0.0,2006.0,13.0,595.1785714285714,0.0,Active,https://www.redfin.com/NY/Brooklyn/1006-65th-St-11219/unit-1FL/home/189636722,BNYMLS,479707,N,Y,40.6296349,-74.0081389,236.409197374784,1793.37278451766,402.850782885808,20.0,20.0,6.0,21.0
1499,1623,MLS Listing,Multi-Family,873 60th St,Brooklyn,NY,11220.0,1860000.0,8.0,4.0,Brooklyn,2748.0,1603.0,1899.0,106.0,676.8558951965066,0.0,Active,https://www.redfin.com/NY/Brooklyn/873-60th-St-11220/home/40807587,BNYMLS,478060,N,Y,40.6345423,-74.0075679,688.028729117688,1219.53907269023,468.392393600256,20.0,20.0,7.0,41.0
1503,1627,MLS Listing,Condo/Co-op,949 60th St Unit 7A,Brooklyn,NY,11219.0,930000.0,2.0,2.0,Brooklyn,1147.0,0.0,2017.0,412.0,810.8108108108108,0.0,Active,https://www.redfin.com/NY/Brooklyn/949-60th-St-11219/unit-7A/home/170449834,BNYMLS,470801,N,Y,40.6334606,-74.0059256,680.581211344192,1197.65666423643,310.961944314909,20.0,20.0,6.0,40.0
1504,1628,MLS Listing,Condo/Co-op,946 59th St Unit 4b,Brooklyn,NY,11219.0,417888.0,2.0,1.0,Sunset Park,900.0,900.0,1930.0,45.0,464.32,753.0,Active,https://www.redfin.com/NY/Brooklyn/946-59th-St-11219/unit-4B/home/112967184,SIBORMLS,2400080,N,Y,40.6339124,-74.0058434,735.564087045404,1141.81784650504,374.617471955595,20.0,20.0,5.0,42.0
1505,1629,MLS Listing,Condo/Co-op,928 57th St Unit 4RPH,Brooklyn,NY,11219.0,1235000.0,2.0,2.0,Brooklyn,1335.0,0.0,2023.0,259.0,925.0936329588015,0.0,Active,https://www.redfin.com/NY/Brooklyn/928-57th-St-11219/unit-4RPH/home/185639243,BNYMLS,471780,N,Y,40.635273,-74.0050056,949.052756876836,933.5765072257569,571.466360387991,20.0,20.0,6.0,46.0
1506,1630,MLS Listing,Multi-Family,1070 62nd St,Brooklyn,NY,11219.0,1980000.0,8.0,3.5,Brooklyn,2152.0,1600.0,2018.0,30.0,920.0743494423792,0.0,Active,https://www.redfin.com/NY/Brooklyn/1070-62nd-St-11219/home/40807983,BNYMLS,479324,N,Y,40.630538,-74.0047531,606.3973942397671,1488.18804341509,141.073819048063,20.0,20.0,7.0,17.0
1507,1631,MLS Listing,Multi-Family,1034 60th St,Brooklyn,NY,11219.0,1498000.0,8.0,4.0,Brooklyn,1900.0,2067.0,1925.0,710.0,788.421052631579,0.0,Active,https://www.redfin.com/NY/Brooklyn/1034-60th-St-11219/home/40807838,BNYMLS,459761,N,Y,40.6321589,-74.0044547,703.420069127498,1261.68170930773,151.024134959413,20.0,20.0,7.0,29.0
1513,1637,MLS Listing,Multi-Family,7109 10th Ave,Brooklyn,NY,11228.0,2250000.0,5.0,3.0,Brooklyn,2900.0,2200.0,1965.0,14.0,775.8620689655172,0.0,Active,https://www.redfin.com/NY/Brooklyn/7109-10th-Ave-11228/home/40812682,BNYMLS,479528,N,Y,40.6262173,-74.0116621,504.383037924498,2429.07722507616,1033.60193755736,20.0,20.0,8.0,12.0
1518,1642,MLS Listing,Condo/Co-op,1202 64th St Unit A,Brooklyn,NY,11219.0,499000.0,1.0,1.0,Brooklyn,541.0,0.0,1990.0,46.0,922.365988909427,0.0,Active,https://www.redfin.com/NY/Brooklyn/1202-64th-St-11219/unit-A/home/40808530,BNYMLS,478940,N,Y,40.6277119,-74.0030331,868.4257361236049,1813.18407756197,597.49771773348,20.0,20.0,3.0,7.0
1519,1643,MLS Listing,Condo/Co-op,1211 65th St Unit D,Brooklyn,NY,11219.0,853000.0,3.0,2.0,Brooklyn,1145.0,0.0,1990.0,6.0,744.9781659388647,0.0,Active,https://www.redfin.com/NY/Brooklyn/1211-65th-St-11219/unit-D/home/40808448,BNYMLS,479845,N,Y,40.6272045,-74.0029971,904.4772044676471,1884.36557871803,666.963567541622,20.0,20.0,3.0,8.0
1520,1644,MLS Listing,Condo/Co-op,1215 65th St #4,Brooklyn,NY,11219.0,939000.0,3.0,3.0,Brooklyn,1260.0,0.0,1990.0,127.0,745.2380952380952,0.0,Active,https://www.redfin.com/NY/Brooklyn/1215-65th-St-11219/unit-4/home/171335183,BNYMLS,477563,N,Y,40.6270255,-74.0028572,930.667388102143,1906.26036194359,668.655684988455,20.0,20.0,3.0,8.0
1523,1647,MLS Listing,Single Family Residential,1206 Tabor Ct,Brooklyn,NY,11219.0,1199999.0,5.0,3.0,Bensonhurst,1728.0,1800.0,1930.0,158.0,694.4438657407408,0.0,Active,https://www.redfin.com/NY/Brooklyn/1206-Tabor-Ct-11219/home/40807552,SIBORMLS,1164335,N,Y,40.628704,-74.00189,944.4480061963101,1642.72834012151,550.633653269554,20.0,20.0,3.0,6.0
1524,1648,MLS Listing,Multi-Family,1135 60th St,Brooklyn,NY,11219.0,1850000.0,6.0,4.0,Brooklyn,1820.9035045607297,2003.0,1957.223290965304,96.0,1015.9791528581244,0.0,Active,https://www.redfin.com/NY/Brooklyn/1135-60th-St-11219/home/40807667,BNYMLS,478304,N,Y,40.6311097,-74.0018953,932.847238675824,1298.96479522744,386.815781162632,20.0,20.0,3.0,9.0
1525,1649,MLS Listing,Condo/Co-op,1238 63 St Unit D239,Brooklyn,NY,11219.0,1092000.0,3.0,2.0,Brooklyn,1368.0,0.0,2021.0,384.0,798.2456140350877,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D-239/home/177384814,BNYMLS,471519,N,Y,40.627814,-74.0017601,994.6367401031539,1768.23825818046,576.240883544485,20.0,20.0,2.0,8.0
1527,1651,MLS Listing,Condo/Co-op,1238 63rd St #234,Brooklyn,NY,11219.0,1050000.0,2.0,2.0,Dyker Heights,1054.0,276.0,2021.0,143.0,996.2049335863378,598.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-234/home/180256876,SIBORMLS,1164627,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1528,1652,MLS Listing,Condo/Co-op,1238 63rd St #404,Brooklyn,NY,11219.0,645000.0,1.0,1.0,Brooklyn,703.0,0.0,2019.0,215.0,917.4964438122333,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-404/home/183784584,BNYMLS,475565,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1529,1653,MLS Listing,Condo/Co-op,1238 63rd St Unit D323,Brooklyn,NY,11219.0,558000.0,1.0,1.0,Brooklyn,602.0,0.0,2019.0,121.0,926.9102990033223,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D323/home/188136788,BNYMLS,477713,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1530,1654,MLS Listing,Condo/Co-op,1238 63rd St #214,Brooklyn,NY,11219.0,620000.0,0.0,1.0,Brooklyn,742.0,0.0,2019.0,215.0,835.5795148247978,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-214/home/183784605,BNYMLS,475567,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1531,1655,MLS Listing,Condo/Co-op,1238 63rd St #204,Brooklyn,NY,11219.0,640000.0,1.0,1.0,Brooklyn,1022.0,0.0,2019.0,215.0,626.2230919765167,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-204/home/183782786,BNYMLS,475568,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
