Unnamed: 0,PROP_TYPE,ADDRESS,CITY,ZIP,PRICE,LOCATION,SQFT,YR_BUILT,MLS#,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS
907,Condo/Co-op,2113 W Washington Blvd #3,Chicago,60612.0,419000.0,CHI - Near West Side,2100.0,1954.5356613756617,11947949,41.8828557,-87.6797443,443.0,1575.0,1258.0,46.0,17.0
908,Condo/Co-op,2342 W Adams St #305,Chicago,60612.0,440000.0,CHI - Near West Side,2025.42278203724,2022.0,11944675,41.8787265,-87.6857267,497.0,1629.0,565.0,50.0,8.0
909,Condo/Co-op,2342 W Adams St #303,Chicago,60612.0,425000.0,CHI - Near West Side,2025.42278203724,2022.0,11944672,41.8787265,-87.6857267,497.0,1629.0,565.0,50.0,8.0
910,Multi-Family,2121 W Adams St,Chicago,60612.0,748000.0,CHI - Near West Side,2025.42278203724,1954.5356613756617,11946051,41.8784787,-87.6799369,39.0,1076.0,791.0,65.0,14.0
911,Single Family Residential,2148 W Monroe St,Chicago,60612.0,800000.0,CHI - Near West Side,3000.0,1890.0,11863434,41.8801653,-87.6809815,131.0,1335.0,1036.0,60.0,12.0
947,Condo/Co-op,680 S Federal St #210,Chicago,60605.0,189900.0,CHI - Loop,830.0,1910.0,11829443,41.8730948,-87.629905,37.0,3351.0,305.0,72.0,132.0
948,Condo/Co-op,899 S Plymouth Ct #1005,Chicago,60605.0,230000.0,CHI - Loop,825.0,1981.0,11967901,41.8708159,-87.6282752,42.0,3638.0,490.0,68.0,79.0
949,Condo/Co-op,40 E 9th St #514,Chicago,60605.0,224900.0,CHI - Loop,530.0,1920.0,11962640,41.8707463,-87.6263403,257.0,3610.0,500.0,64.0,80.0
950,Condo/Co-op,40 E 9th St #402,Chicago,60605.0,230000.0,CHI - Loop,1028.0,1954.5356613756617,11951891,41.8707463,-87.6263403,257.0,3610.0,500.0,64.0,80.0
953,Condo/Co-op,1255 S State St #1105,Chicago,60605.0,204900.0,CHI - Near South Side,650.0,2007.0,11919423,41.8661707,-87.6267747,197.0,2961.0,185.0,55.0,53.0
954,Condo/Co-op,780 S Federal St #506,Chicago,60605.0,172500.0,Printers Square,750.0,1913.0,11948086,41.8726666,-87.6297319,65.0,3408.0,324.0,69.0,115.0
955,Condo/Co-op,40 E 9th St #709,Chicago,60605.0,250000.0,Burnham Park Plaza,1335.0,1920.0,11949840,41.8707463,-87.6263403,257.0,3610.0,500.0,64.0,80.0
956,Condo/Co-op,1255 S State St #810,Chicago,60605.0,259900.0,Vision on State,817.0,2007.0,11964873,41.8661707,-87.6267747,197.0,2961.0,185.0,55.0,53.0
957,Condo/Co-op,1632 S Indiana Ave #102,Chicago,60616.0,245000.0,CHI - Near South Side,2025.42278203724,1907.0,11971384,41.859186,-87.6228432,214.0,1861.0,990.0,39.0,30.0
959,Condo/Co-op,1400 S Michigan Ave #1102,Chicago,60605.0,260000.0,CHI - Near South Side,751.0,2008.0,11971246,41.863874,-87.62446,242.0,2578.0,578.0,48.0,41.0
960,Condo/Co-op,1345 S Wabash Ave #1205,Chicago,60605.0,259000.0,CHI - Near South Side,728.0,2015.0,11969769,41.8644171,-87.6254821,308.0,2676.0,463.0,50.0,42.0
961,Condo/Co-op,901 S Plymouth Ct #401,Chicago,60605.0,240000.0,CHI - Loop,1000.0,1980.0,11957296,41.8703134,-87.6283935,54.0,3604.0,454.0,66.0,74.0
963,Condo/Co-op,40 E 9th St #910,Chicago,60605.0,206000.0,CHI - Loop,2025.42278203724,1920.0,11968347,41.8707463,-87.6263403,257.0,3610.0,500.0,64.0,80.0
964,Condo/Co-op,1101 S State St #905,Chicago,60605.0,225000.0,State Place Tower,900.0,2004.0,11968920,41.8689674,-87.6270061,296.0,3376.0,238.0,62.0,74.0
965,Condo/Co-op,40 E 9th St #1118,Chicago,60605.0,255000.0,Burnham Park Plaza,925.0,1920.0,11963965,41.8707463,-87.6263403,257.0,3610.0,500.0,64.0,80.0
968,Condo/Co-op,1430 S Michigan Ave #204,Chicago,60605.0,349900.0,CHI - Near South Side,2025.42278203724,2000.0,11966924,41.8632219,-87.6242565,217.0,2479.0,677.0,45.0,40.0
969,Condo/Co-op,1720 S Michigan Ave #508,Chicago,60616.0,340000.0,CHI - Near South Side,1050.0,2006.0,11948310,41.8586026,-87.6246153,79.0,1804.0,844.0,44.0,39.0
970,Condo/Co-op,801 S Plymouth Ct #1001,Chicago,60605.0,350000.0,CHI - Loop,2025.42278203724,1983.0,11963857,41.8715884,-87.6281243,71.0,3522.0,373.0,68.0,96.0
971,Condo/Co-op,899 S Plymouth Ct #1403,Chicago,60605.0,335000.0,CHI - Loop,1250.0,1981.0,11959901,41.8708159,-87.6282752,42.0,3638.0,490.0,68.0,79.0
972,Condo/Co-op,233 E 13th St #604,Chicago,60605.0,339900.0,Museum Park Place,851.0,2005.0,11942105,41.8654277,-87.6208362,120.0,2787.0,705.0,40.0,37.0
974,Condo/Co-op,1400 S Michigan Ave #1802,Chicago,60605.0,290000.0,CHI - Near South Side,2025.42278203724,2008.0,11889212,41.863874,-87.62446,242.0,2578.0,578.0,48.0,41.0
977,Condo/Co-op,1600 S Indiana Ave #1209,Chicago,60616.0,295000.0,CHI - Near South Side,846.0,2005.0,11933347,41.8598949,-87.6230088,204.0,1969.0,1082.0,37.0,27.0
979,Condo/Co-op,1111 S Wabash Ave #2506,Chicago,60605.0,299800.0,CHI - Loop,1000.0,2005.0,11926547,41.8687405,-87.6253626,156.0,3313.0,242.0,58.0,71.0
982,Condo/Co-op,1601 S Michigan Ave #202,Chicago,60616.0,240000.0,CHI - Near South Side,2025.42278203724,1925.0,11949071,41.8606046,-87.6237609,165.0,2084.0,1064.0,38.0,31.0
983,Condo/Co-op,910 S Michigan Ave #605,Chicago,60605.0,255000.0,CHI - Loop,875.0,1911.0,11911705,41.8701636,-87.6248468,94.0,3517.0,456.0,65.0,76.0
984,Condo/Co-op,910 S Michigan Ave #1309,Chicago,60605.0,259900.0,Michigan Avenue Lofts,850.0,1911.0,11950115,41.8701636,-87.6248468,94.0,3517.0,456.0,65.0,76.0
985,Condo/Co-op,801 S Plymouth Ct #306,Chicago,60605.0,288500.0,CHI - Loop,1100.0,1987.0,11876266,41.8715884,-87.6281243,71.0,3522.0,373.0,68.0,96.0
986,Condo/Co-op,1464 S Michigan Ave #1210,Chicago,60605.0,275000.0,The Marquee,2025.42278203724,2008.0,11854739,41.8622578,-87.624289,170.0,2336.0,811.0,40.0,42.0
989,Condo/Co-op,1529 S State St Unit 5H,Chicago,60605.0,260000.0,CHI - Near South Side,975.0,2001.0,11941425,41.8611303,-87.6268522,121.0,2231.0,934.0,44.0,36.0
990,Condo/Co-op,1720 S Michigan Ave #1012,Chicago,60616.0,295000.0,CHI - Near South Side,911.0,2007.0,11960368,41.8586026,-87.6246153,79.0,1804.0,844.0,44.0,39.0
992,Condo/Co-op,910 S Michigan Ave #807,Chicago,60605.0,255000.0,Michigan Avenue Lofts,800.0,1911.0,11933943,41.8701636,-87.6248468,94.0,3517.0,456.0,65.0,76.0
993,Condo/Co-op,1464 S Michigan Ave #1707,Chicago,60605.0,320000.0,CHI - Near South Side,2025.42278203724,2008.0,11939932,41.8622578,-87.624289,170.0,2336.0,811.0,40.0,42.0
994,Condo/Co-op,1345 S Wabash Ave #1211,Chicago,60605.0,319900.0,CHI - Near South Side,850.0,2015.0,11973285,41.8644171,-87.6254821,308.0,2676.0,463.0,50.0,42.0
995,Condo/Co-op,1250 S Indiana Ave #407,Chicago,60605.0,305000.0,CHI - Near South Side,820.0,2004.0,11968380,41.8661921,-87.6228523,211.0,2906.0,453.0,46.0,47.0
996,Condo/Co-op,1400 S Michigan Ave #1005,Chicago,60605.0,309000.0,CHI - Near South Side,826.0,2008.0,11971901,41.863874,-87.62446,242.0,2578.0,578.0,48.0,41.0
997,Condo/Co-op,1111 S Wabash Ave #1505,Chicago,60605.0,299900.0,CHI - Loop,1000.0,2004.0,11967773,41.8687405,-87.6253626,156.0,3313.0,242.0,58.0,71.0
998,Condo/Co-op,50 E 16th St #1109,Chicago,60616.0,340000.0,CHI - Near South Side,1108.0,2008.0,11912216,41.8603983,-87.6251554,83.0,2079.0,1059.0,39.0,30.0
999,Condo/Co-op,1620 S Michigan Ave #920,Chicago,60616.0,300000.0,CHI - Near South Side,2025.42278203724,2006.0,11951981,41.859565,-87.6242683,63.0,1938.0,993.0,41.0,30.0
1000,Condo/Co-op,1345 S Wabash Ave #1004,Chicago,60605.0,340000.0,CHI - Near South Side,1000.0,2014.0,11906290,41.8644171,-87.6254821,308.0,2676.0,463.0,50.0,42.0
1002,Condo/Co-op,1516 S Wabash Ave #401,Chicago,60605.0,325000.0,CHI - Near South Side,2025.42278203724,1920.0,11970980,41.8614561,-87.6261262,68.0,2258.0,890.0,46.0,40.0
1007,Condo/Co-op,780 S Federal St #701,Chicago,60605.0,279995.0,CHI - Loop,1260.0,1916.0,11940146,41.8726666,-87.6297319,65.0,3408.0,324.0,69.0,115.0
1009,Condo/Co-op,1400 S Michigan Ave #1502,Chicago,60605.0,284900.0,CHI - Near South Side,751.0,2008.0,11895031,41.863874,-87.62446,242.0,2578.0,578.0,48.0,41.0
1010,Condo/Co-op,680 S Federal St #402,Chicago,60605.0,275000.0,Printers Square,1300.0,1910.0,11963984,41.8730948,-87.629905,37.0,3351.0,305.0,72.0,132.0
1011,Condo/Co-op,740 S Federal St #1210,Chicago,60605.0,289900.0,Printers Square,1300.0,1912.0,11968817,41.8729924,-87.6297148,21.0,3360.0,294.0,75.0,127.0
1013,Condo/Co-op,125 E 13th St #914,Chicago,60605.0,280000.0,CHI - Near South Side,850.0,2005.0,11964364,41.8655862,-87.62288,150.0,2816.0,494.0,49.0,42.0
1015,Condo/Co-op,1720 S Michigan Ave #701,Chicago,60616.0,495000.0,CHI - Near South Side,1391.0,2006.0,11891605,41.8586026,-87.6246153,79.0,1804.0,844.0,44.0,39.0
1016,Condo/Co-op,701 S Wells St #3306,Chicago,60607.0,464900.0,Wells Street Tower,1324.0,2000.0,11853604,41.8731482,-87.6332396,408.0,3466.0,399.0,63.0,123.0
1018,Condo/Co-op,1111 S Wabash Ave #2503,Chicago,60605.0,459000.0,CHI - Loop,1382.0,2001.0,11629906,41.8687405,-87.6253626,156.0,3313.0,242.0,58.0,71.0
1020,Condo/Co-op,5 E 14th Pl #606,Chicago,60605.0,349000.0,CHI - Near South Side,1052.0,2000.0,11854231,41.8621737,-87.6268692,38.0,2382.0,778.0,45.0,43.0
1021,Condo/Co-op,50 E 16th St #509,Chicago,60616.0,340000.0,CHI - Near South Side,1036.0,2008.0,11739987,41.8603983,-87.6251554,83.0,2079.0,1059.0,39.0,30.0
1022,Condo/Co-op,1720 S Michigan Ave #2512,Chicago,60616.0,339000.0,CHI - Near South Side,911.0,2005.0,11728139,41.8586026,-87.6246153,79.0,1804.0,844.0,44.0,39.0
1023,Condo/Co-op,100 E 14th St #1203,Chicago,60605.0,359900.0,1400 Museum Park,927.0,2008.0,11973319.0,41.8642505,-87.6236871,149.0,2624.0,571.0,47.0,42.0
1024,Condo/Co-op,1620 S Michigan Ave #503,Chicago,60616.0,375000.0,CHI - Near South Side,1050.0,2006.0,11972424.0,41.859565,-87.6242683,63.0,1938.0,993.0,41.0,30.0
1025,Condo/Co-op,1516 S Wabash Ave #902,Chicago,60605.0,435000.0,Landmark Lofts,1370.0,1920.0,11690898,41.8614561,-87.6261262,68.0,2258.0,890.0,46.0,40.0
1026,Condo/Co-op,1160 S Michigan Ave #1104,Chicago,60605.0,360000.0,CHI - Loop,850.0,2007.0,11962221.0,41.8677548,-87.6246153,75.0,3156.0,226.0,54.0,63.0
1027,Condo/Co-op,910 S Michigan Ave #1011,Chicago,60605.0,399999.0,CHI - Loop,1500.0,1911.0,11957539,41.8701636,-87.6248468,94.0,3517.0,456.0,65.0,76.0
1028,Condo/Co-op,1515 S Prairie Ave #1111,Chicago,60605.0,500000.0,CHI - Near South Side,1565.0,2003.0,11970406,41.8617675,-87.6202181,232.0,2243.0,1101.0,29.0,30.0
1029,Condo/Co-op,1243 S Wabash Ave #505,Chicago,60605.0,450000.0,CHI - Near South Side,1500.0,1954.5356613756617,11967046,41.8662004,-87.6255912,282.0,2941.0,211.0,50.0,52.0
1030,Condo/Co-op,1322 S Wabash Ave #501,Chicago,60605.0,440000.0,Filmworks Lofts,1500.0,1906.0,11910116,41.864769,-87.6260898,311.0,2740.0,398.0,49.0,44.0
1031,Condo/Co-op,1515 S Prairie Ave #812,Chicago,60605.0,364900.0,CHI - Near South Side,1601.0,2003.0,11928133.0,41.8617675,-87.6202181,232.0,2243.0,1101.0,29.0,30.0
1032,Condo/Co-op,1720 S Michigan Ave #3103,Chicago,60616.0,369000.0,CHI - Near South Side,953.0,2005.0,11924389.0,41.8586026,-87.6246153,79.0,1804.0,844.0,44.0,39.0
1034,Condo/Co-op,233 E 13th St #1610,Chicago,60605.0,399999.0,CHI - Near South Side,1008.0,2005.0,11971703,41.8654277,-87.6208362,120.0,2787.0,705.0,40.0,37.0
1036,Condo/Co-op,40 E 9th St #1516,Chicago,60605.0,435000.0,CHI - Loop,2000.0,1920.0,11893413,41.8707463,-87.6263403,257.0,3610.0,500.0,64.0,80.0
1038,Condo/Co-op,1720 S Michigan Ave #3202,Chicago,60616.0,465000.0,CHI - Near South Side,1000.0,2007.0,11969590,41.8586026,-87.6246153,79.0,1804.0,844.0,44.0,39.0
1039,Condo/Co-op,1101 S State St #2100,Chicago,60605.0,425000.0,CHI - Loop,1500.0,2007.0,11953694,41.8689674,-87.6270061,296.0,3376.0,238.0,62.0,74.0
1040,Condo/Co-op,233 E 13th St #402,Chicago,60605.0,465000.0,Museum Park,1346.0,2005.0,11961493,41.8654277,-87.6208362,120.0,2787.0,705.0,40.0,37.0
1042,Condo/Co-op,1629 S Prairie Ave #2503,Chicago,60616.0,485000.0,CHI - Near South Side,1401.0,2008.0,11965748,41.8594779,-87.6205433,242.0,1899.0,1153.0,25.0,23.0
1043,Condo/Co-op,234 W Polk St #3111,Chicago,60607.0,440000.0,CHI - Loop,625.0,2023.0,11950538,41.8720522,-87.6336971,477.0,3637.0,570.0,54.0,99.0
1046,Condo/Co-op,1530 S State St #616,Chicago,60605.0,495000.0,Dearborn Tower,1750.0,2001.0,11967170,41.8612054,-87.6284311,117.0,2297.0,928.0,47.0,36.0
1047,Condo/Co-op,701 S Wells St #2302,Chicago,60607.0,399000.0,CHI - Loop,1215.0,2002.0,11967692,41.8731482,-87.6332396,408.0,3466.0,399.0,63.0,123.0
1048,Condo/Co-op,1605 S Michigan Ave #201,Chicago,60616.0,475000.0,CHI - Near South Side,1850.0,1954.5356613756617,11965648,41.8599562,-87.623518,148.0,1984.0,1072.0,38.0,28.0
1049,Condo/Co-op,1334 S Wabash Ave Unit B,Chicago,60605.0,439000.0,CHI - Near South Side,1500.0,1998.0,11881162,41.8643725,-87.6260807,298.0,2682.0,457.0,50.0,44.0
1050,Condo/Co-op,1243 S Wabash Ave #402,Chicago,60605.0,475000.0,CHI - Near South Side,1550.0,1954.5356613756617,11962523,41.8662004,-87.6255912,282.0,2941.0,211.0,50.0,52.0
1053,Condo/Co-op,1530 S State St Unit 17I,Chicago,60605.0,500000.0,Dearborn Tower,1700.0,2000.0,11962103,41.8612054,-87.6284311,117.0,2297.0,928.0,47.0,36.0
1054,Condo/Co-op,701 S Wells St #1505,Chicago,60607.0,389999.0,CHI - Loop,1300.0,2002.0,11887047.0,41.8731482,-87.6332396,408.0,3466.0,399.0,63.0,123.0
1057,Condo/Co-op,1600 S Prairie Ave #1403,Chicago,60616.0,422000.0,Prairie Pointe,1443.0,2006.0,11941157,41.8598187,-87.6210368,300.0,1948.0,1166.0,28.0,23.0
1058,Condo/Co-op,701 S Wells St #1708,Chicago,60607.0,430000.0,CHI - Loop,1200.0,2002.0,11938962,41.8731482,-87.6332396,408.0,3466.0,399.0,63.0,123.0
1059,Condo/Co-op,1133 S State St #502,Chicago,60605.0,375000.0,CHI - Loop,1200.0,2006.0,11947556.0,41.8681817,-87.6272206,263.0,3265.0,124.0,55.0,70.0
1061,Condo/Co-op,1529 S State St Unit 14J,Chicago,60605.0,389500.0,CHI - Near South Side,1600.0,2001.0,11799092.0,41.8611303,-87.6268522,121.0,2231.0,934.0,44.0,36.0
1062,Condo/Co-op,170 W Polk St #908,Chicago,60605.0,425000.0,Printers Corner,1290.0,2007.0,11955701,41.8724306,-87.6332523,421.0,3566.0,499.0,56.0,108.0
1063,Townhouse,1435 S Prairie Ave Unit K,Chicago,60605.0,495000.0,CHI - Near South Side,2025.42278203724,2000.0,11931714,41.86374,-87.620693,92.0,2535.0,855.0,40.0,40.0
1064,Condo/Co-op,41 E 8th St #2402,Chicago,60605.0,399900.0,CHI - Loop,1230.0,2002.0,11916841,41.8717102,-87.6263215,255.0,3467.0,371.0,69.0,91.0
1065,Condo/Co-op,233 E 13th St #601,Chicago,60605.0,499900.0,Museum Park Tower III,1290.0,2005.0,11970511,41.8654277,-87.6208362,120.0,2787.0,705.0,40.0,37.0
1067,Condo/Co-op,170 W Polk St #1208,Chicago,60605.0,450000.0,CHI - Loop,1145.0,2007.0,11969369,41.8724306,-87.6332523,421.0,3566.0,499.0,56.0,108.0
1068,Condo/Co-op,234 W Polk St #2509,Chicago,60607.0,845000.0,CHI - Loop,1223.0,2023.0,11950716,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1069,Condo/Co-op,234 W Polk St #2612,Chicago,60607.0,835000.0,CHI - Loop,1165.0,2023.0,11951368,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1070,Condo/Co-op,234 W Polk St #3110,Chicago,60607.0,782500.0,CHI - Loop,1085.0,2023.0,11951344,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1071,Condo/Co-op,234 W Polk St #2604,Chicago,60607.0,775000.0,CHI - Loop,1111.0,2023.0,11950682,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1072,Condo/Co-op,234 W Polk St #2303,Chicago,60607.0,745000.0,CHI - Loop,1219.0,2023.0,11950551,41.8720522,-87.6336971,477.0,3637.0,570.0,54.0,99.0
1075,Townhouse,1431 S Clark St,Chicago,60605.0,765000.0,Dearborn Park II,2025.42278203724,1993.0,11910563,41.8631152,-87.63007,81.0,2629.0,702.0,47.0,39.0
1076,Townhouse,1456 S Prairie Ave,Chicago,60605.0,850000.0,CHI - Near South Side,2600.0,1995.0,11888001,41.8627882,-87.6214308,212.0,2392.0,897.0,39.0,39.0
1077,Condo/Co-op,1201 S Prairie Ave #3105,Chicago,60605.0,789900.0,The Grant,1639.0,2008.0,11871029,41.866948,-87.621969,100.0,3015.0,519.0,54.0,49.0
1078,Condo/Co-op,100 E 14th St #1201,Chicago,60605.0,670000.0,1400 Museum Park,1667.0,2007.0,11960034.0,41.8642505,-87.6236871,149.0,2624.0,571.0,47.0,42.0
1081,Townhouse,1447 S Indiana Ave,Chicago,60605.0,650000.0,CHI - Near South Side,2254.0,1995.0,11941187.0,41.8630252,-87.6221853,175.0,2429.0,818.0,40.0,41.0
1083,Townhouse,1439 S Prairie Ave Unit E,Chicago,60605.0,650000.0,CHI - Near South Side,2025.42278203724,2002.0,11961015.0,41.863327,-87.620667,146.0,2473.0,898.0,38.0,39.0
1086,Condo/Co-op,1629 S Prairie Ave #1705,Chicago,60616.0,640000.0,CHI - Near South Side,1600.0,2009.0,11939097.0,41.8594779,-87.6205433,242.0,1899.0,1153.0,25.0,23.0
1087,Condo/Co-op,1235 S Prairie Ave #1004,Chicago,60605.0,625000.0,The Tower Residences at Prairie District Homes,1516.0,2006.0,11910525.0,41.8661749,-87.6213375,162.0,2898.0,613.0,44.0,40.0
1089,Condo/Co-op,1530 S State St #1011,Chicago,60605.0,699900.0,Dearborn Tower,2000.0,2005.0,11950889.0,41.8612054,-87.6284311,117.0,2297.0,928.0,47.0,36.0
1090,Townhouse,49 W 15th St Unit D,Chicago,60605.0,729500.0,Dearborn Park II,2200.0,1998.0,11955291.0,41.8617973,-87.6294485,25.0,2420.0,863.0,45.0,36.0
1094,Condo/Co-op,1211 S Prairie Ave #2502,Chicago,60605.0,834900.0,CHI - Near South Side,1547.0,2008.0,11971605,41.865053,-87.620159,74.0,2733.0,797.0,38.0,37.0
1095,Condo/Co-op,100 E 14th St #805,Chicago,60605.0,699500.0,CHI - Near South Side,1685.0,2008.0,11952885.0,41.8642505,-87.6236871,149.0,2624.0,571.0,47.0,42.0
1096,Condo/Co-op,125 E 13th St #1410,Chicago,60605.0,775000.0,Museum Park,2000.0,2004.0,11962789,41.8655862,-87.62288,150.0,2816.0,494.0,49.0,42.0
1097,Condo/Co-op,1201 S Prairie Ave #4302,Chicago,60605.0,944900.0,The Grant,1700.0,2008.0,11972008,41.866948,-87.621969,100.0,3015.0,519.0,54.0,49.0
1098,Condo/Co-op,234 W Polk St #2405,Chicago,60607.0,732500.0,CHI - Loop,1159.0,2023.0,11950695.0,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1100,Condo/Co-op,234 W Polk St #2608,Chicago,60607.0,650000.0,CHI - Loop,935.0,2023.0,11950529.0,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1101,Condo/Co-op,1111 S State St #701,Chicago,60605.0,675000.0,CHI - Loop,1750.0,2005.0,11971747.0,41.8685021,-87.6270061,288.0,3308.0,171.0,61.0,73.0
1102,Condo/Co-op,1160 S Michigan Ave #2607,Chicago,60605.0,775000.0,CHI - Loop,1929.0,2007.0,11954760,41.8677548,-87.6246153,75.0,3156.0,226.0,54.0,63.0
1103,Condo/Co-op,1600 S Prairie Ave #2104,Chicago,60616.0,695000.0,CHI - Near South Side,2500.0,2006.0,11910648.0,41.8598187,-87.6210368,300.0,1948.0,1166.0,28.0,23.0
1104,Townhouse,1720 S Prairie Ave #4,Chicago,60616.0,1250000.0,CHI - Near South Side,3050.0,2018.0,11950003,41.8583104,-87.621303,76.0,1723.0,962.0,31.0,30.0
1105,Condo/Co-op,100 E 14th St #2905,Chicago,60605.0,750000.0,CHI - Near South Side,1700.0,2008.0,11927444,41.8642505,-87.6236871,149.0,2624.0,571.0,47.0,42.0
1108,Condo/Co-op,1201 S Prairie Ave #5002,Chicago,60605.0,948000.0,The Grant,1700.0,2008.0,11969600,41.866948,-87.621969,100.0,3015.0,519.0,54.0,49.0
1109,Condo/Co-op,234 W Polk St #2607,Chicago,60607.0,535000.0,CHI - Loop,760.0,2023.0,11951953,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1110,Condo/Co-op,234 W Polk St #2606,Chicago,60607.0,530000.0,CHI - Loop,740.0,2023.0,11950383,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1111,Townhouse,1405 S Plymouth Ct,Chicago,60605.0,739900.0,Dearborn Park II,2112.0,1990.0,11970135.0,41.8637668,-87.6282111,124.0,2652.0,546.0,52.0,43.0
1113,Condo/Co-op,910 S Michigan Ave #2006,Chicago,60605.0,699000.0,CHI - Loop,2800.0,1913.0,11965925.0,41.8701636,-87.6248468,94.0,3517.0,456.0,65.0,76.0
1114,Condo/Co-op,1717 S Prairie Ave #2101,Chicago,60616.0,580000.0,CHI - Near South Side,1474.0,2004.0,11801292,41.8584253,-87.6198331,66.0,1747.0,1079.0,24.0,25.0
1116,Condo/Co-op,1160 S Michigan Ave #3001,Chicago,60605.0,595000.0,CHI - Loop,1571.0,2007.0,11772560,41.8677548,-87.6246153,75.0,3156.0,226.0,54.0,63.0
1117,Condo/Co-op,1243 S Wabash Ave #602,Chicago,60605.0,515000.0,CHI - Near South Side,1430.0,1954.5356613756617,11947105,41.8662004,-87.6255912,282.0,2941.0,211.0,50.0,52.0
1123,Condo/Co-op,1201 S Prairie Ave #3902,Chicago,60605.0,999900.0,The Grant,1700.0,2008.0,11876901,41.866948,-87.621969,100.0,3015.0,519.0,54.0,49.0
1124,Condo/Co-op,1211 S Prairie Ave #1604,Chicago,60605.0,1149000.0,Museum Park,2218.0,2003.0,11844667,41.865053,-87.620159,74.0,2733.0,797.0,38.0,37.0
1125,Condo/Co-op,1201 S Prairie Ave #4103,Chicago,60605.0,1250000.0,One Museum Park West,1746.0,2008.0,11835873,41.866948,-87.621969,100.0,3015.0,519.0,54.0,49.0
1126,Townhouse,1455 S Prairie Ave,Chicago,60605.0,975000.0,CHI - Near South Side,3193.0,2001.0,11797407,41.8625562,-87.6207769,252.0,2358.0,971.0,33.0,38.0
1127,Condo/Co-op,1201 S Prairie Ave #3301,Chicago,60605.0,1295000.0,The Grant,3000.0,2008.0,11785542,41.866948,-87.621969,100.0,3015.0,519.0,54.0,49.0
1128,Single Family Residential,1242 S State St,Chicago,60605.0,1059000.0,Dearborn Park II,2025.42278203724,1995.0,11707575,41.8661771,-87.6277232,91.0,2985.0,181.0,52.0,51.0
1132,Condo/Co-op,234 W Polk St #4008,Chicago,60607.0,1325000.0,CHI - Loop,1517.0,2023.0,11951394,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1133,Condo/Co-op,234 W Polk St #3801,Chicago,60607.0,1325000.0,CHI - Loop,1659.0,2023.0,11951406,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1136,Condo/Co-op,1211 S Prairie Ave #1106,Chicago,60605.0,975000.0,Museum Park,2105.0,2008.0,11955171,41.865053,-87.620159,74.0,2733.0,797.0,38.0,37.0
1137,Condo/Co-op,234 W Polk St #2702,Chicago,60607.0,965000.0,CHI - Loop,1268.0,2023.0,11950546,41.8723651,-87.634718,583.0,3638.0,584.0,56.0,97.0
1138,Condo/Co-op,1211 S Prairie Ave #1306,Chicago,60605.0,975000.0,CHI - Near South Side,2105.0,2008.0,11949791,41.865053,-87.620159,74.0,2733.0,797.0,38.0,37.0
1142,Single Family Residential,8513 S Maryland Ave,Chicago,60619.0,50000.0,CHI - Chatham,1280.0,1905.0,11937990,41.739853,-87.6034413,483.0,3324.0,2465.0,27.0,4.0
1143,Single Family Residential,8301 S Maryland Ave,Chicago,60619.0,139000.0,CHI - Chatham,1103.0,1920.0,11967433,41.7438595,-87.6035349,717.0,2883.0,2600.0,14.0,2.0
1144,Condo/Co-op,950 E 86th St #105,Chicago,60619.0,79901.0,CHI - Chatham,1031.0,1967.0,11945910.0,41.7387676,-87.6004728,318.0,3269.0,2750.0,27.0,2.0
1146,Multi-Family,839 E 87th Pl,Chicago,60619.0,179900.0,CHI - Chatham,2025.42278203724,1926.0,11951878,41.7355595,-87.6031508,193.0,3832.0,2405.0,29.0,3.0
1147,Single Family Residential,8434 S Maryland Ave,Chicago,60619.0,177500.0,CHI - Chatham,1100.0,1920.0,11931614,41.7411083,-87.6040117,458.0,3219.0,2462.0,26.0,4.0
1148,Single Family Residential,829 E 88th St,Chicago,60619.0,265000.0,CHI - Chatham,1300.0,1966.0,11761989,41.7346358,-87.6035559,214.0,3974.0,2362.0,28.0,3.0
1149,Single Family Residential,8409 S Maryland Ave,Chicago,60619.0,309900.0,CHI - Chatham,2100.0,1917.0,11968602,41.7418022,-87.6034882,550.0,3103.0,2554.0,23.0,3.0
1150,Multi-Family,852 E 88th Pl,Chicago,60619.0,275000.0,CHI - Chatham,2025.42278203724,1963.0,11971403,41.7341367,-87.602573,94.0,3983.0,2476.0,27.0,3.0
1152,Multi-Family,8449 S Ingleside Ave,Chicago,60619.0,403000.0,CHI - Chatham,2025.42278203724,1923.0,11917068,41.7407699,-87.600992,382.0,3051.0,2765.0,26.0,3.0
